"","collocation","count","count_nested","length","lambda","z"
"437","борьба коррупция",2,2,2,5.9891843310257,7.95759286160766
"438","группа число",2,2,2,6.28792686727779,7.95744211245103
"439","икона казанский",3,3,2,5.35696963281683,7.95236128466199
"440","глава чечня",4,4,2,4.46688305915212,7.93059635025948
"441","компания находиться",2,2,2,5.84512746436766,7.92392806421457
"442","вставать сторона",2,2,2,6.44692486633938,7.91719690291134
"443","заводить уголовный",2,2,2,7.31590147444608,7.91618675230019
"444","особо крупный",2,2,2,5.82058635545154,7.9161103968012
"445","старый советский",2,2,2,5.94152033150437,7.91012070026064
"446","качество обязательный",2,2,2,5.80137808181327,7.90957881863944
"447","футбольный турнир",2,2,2,8.60482692372222,7.90682580977095
"448","кубок конфедерация",11,11,2,12.4531990942319,7.89666470286278
"449","проведение массовый",2,2,2,5.8779227453834,7.89655736442694
"450","отставка отправлять",2,2,2,5.8779227453834,7.89655736442694
"451","глава аппарат",5,5,2,3.73292523176629,7.88989034534343
"452","федеративный договор",6,6,2,7.19196031908178,7.88661086557744
"453","сделать вывод",2,2,2,6.07912818385743,7.88302500130202
"454","сторона оппонент",2,2,2,6.07912818385743,7.88302500130202
"455","продлять срок",2,2,2,6.40688358119361,7.87753768410542
"456","серебренников никто",2,2,2,6.2061769339069,7.87506124012982
"457","совет федерация",2,2,2,5.78952166268078,7.8709177928763
"458","пара месяц",2,2,2,5.76170990489654,7.861256242004
"459","депутат госсовет",3,3,2,4.66685650975896,7.86072062943054
"460","единственный крупный",2,2,2,5.74358936378334,7.85455812691777
"461","габдулла тукать",2,2,2,10.3396794249251,7.85346893223419
"462","блокировка телеграм",2,2,2,10.3396794249251,7.85346893223419
"463","срочно вылетать",2,2,2,10.3396794249251,7.85346893223419
"464","уфсб антонов",2,2,2,10.3396794249251,7.85346893223419
"465","👆 👆",2,2,2,10.3396794249251,7.85346893223419
"466","холдинг ура",2,2,2,10.3396794249251,7.85346893223419
"467","отбивать атака",2,2,2,8.49356536261954,7.84571581333149
"468","самообложение гражданин",2,2,2,8.49356536261954,7.84571581333149
"469","федосеевский набережная",2,2,2,8.49356536261954,7.84571581333149
"470","трудиться должность",2,2,2,6.36838134854125,7.838971043896
"471","ведущий сми",2,2,2,5.93599138709962,7.83370311882855
"472","ус исхаков",2,2,2,7.21317543870322,7.82924000537417
"473","проводить параллель",2,2,2,6.65823396000658,7.81988300141594
"474","представитель организация",2,2,2,5.7368419773708,7.81935577958078
"475","владимир путин",4,4,2,4.35169778894322,7.81537044668983
"476","последний месяц",3,3,2,4.72049903413724,7.80910537804275
"477","интернет издание",2,2,2,5.78476041737569,7.80198845155581
"478","мусульманин месяц",2,2,2,5.68471291193585,7.7993406028644
"479","вновь назначать",2,2,2,5.67209444797664,7.79410725851835
"480","срок заключение",2,2,2,5.89595009807611,7.79172875291575
"481","праздник приходить",2,1,2,5.89595009807611,7.79172875291575
"482","шанс медведев",2,2,2,7.16551144693487,7.78792050959768
"483","экономический блок",2,2,2,7.16551144693486,7.78792050959768
"484","родственный линия",2,2,2,8.39344597677938,7.78660813695566
"485","узкий круг",2,2,2,8.39344597677938,7.78660813695566
"486","челнинский националист",2,2,2,8.39344597677938,7.78660813695566
"487","амбициозный молодой",2,2,2,6.61973172864672,7.78261054154853
"488","раисович метшин",3,3,2,4.8447995225322,7.78041987482776
"489","сумма млрд",2,2,2,5.8107922897358,7.77542289999503
"490","языковой кризис",2,2,2,5.65342441531461,7.75593790652129
"491","замруководителя администрация",2,2,2,7.12001312878708,7.74793574011322
"492","игорь сечин",2,2,2,7.12001312878708,7.74793574011322
"493","общественный центр",3,3,2,4.64492851627576,7.74578387670221
"494","глава татфондбанк",4,4,2,4.2349731652997,7.74157376290565
"495","программа особый",2,2,2,5.61321799483657,7.73854767093493
"496","скоро увидеть",2,2,2,5.6846410044089,7.73783372581837
"497","собственный источник",2,2,2,5.60536712036083,7.73497669596321
"498","башкирия хамитов",2,2,2,8.30243826999965,7.72977591294618
"499","вячеслав володин",2,2,2,8.30243826999965,7.72977591294618
"500","руководитель вуз",2,2,2,5.699530698923,7.71253005177631
"501","москва требовать",4,4,2,4.2515143987987,7.7117314082787
"502","самарский область",2,2,2,7.07649207148429,7.7092139115043
"503","подпись поддержка",2,2,2,7.07649207148429,7.7092139115043
"504","член совет",2,2,2,5.60337804033013,7.70544009690409
"505","требование отставка",2,2,2,5.60337804033013,7.70544009690409
"506","укрупнение регион",3,3,2,5.55506426584254,7.70386897677631
"507","всемирный конгресс",16,16,2,11.2876530187317,7.7024183268352
"508","карта мир",2,2,2,6.2276555776951,7.69465223178359
"509","общественный мнение",2,2,2,5.57642741976867,7.69332878401004
"510","клан шаймиев",3,3,2,5.16352562085786,7.68630009545448
"511","сильный региональный",2,2,2,5.55761218927194,7.684477456791
"512","назначение губернатор",2,2,2,5.54649066592808,7.67909382122387
"513","кандидат губернатор",2,2,2,5.54649066592808,7.67909382122387
"514","организация исламский",2,2,2,5.54649066592808,7.67909382122387
"515","распиливать миллион",2,2,2,8.21902073119569,7.67528795262236
"516","отдел волжский",2,2,2,8.21902073119569,7.67528795262236
"517","хороший анализ",2,2,2,5.78461659197948,7.67230333851714
"518","истекать срок",2,2,2,5.65948940731386,7.66959456240508
"519","образование васильев",2,2,2,6.19535875718849,7.66083638985662
"520","шалтай бабай",9,7,2,11.674357192567,7.65219703764728
"521","ходить слух",2,2,2,8.14202375890365,7.62310759231137
"522","замглавы аппарат",2,2,2,5.96336359776622,7.61893921053324
"523","языковой вопрос",3,3,2,4.73091418631934,7.61339730615692
"524","должность гендиректор",2,2,2,6.9562399158,7.59996659829629
"525","проигрывать информационный",2,2,2,6.13372894373304,7.59564233429301
"526","русский культура",3,3,2,4.56195094984421,7.57577061782565
"527","путь сверху",2,2,2,8.0705288624745,7.57314510645281
"528","коррупционный клуб",2,2,2,8.0705288624745,7.5731451064528
"529","барс банк",2,2,2,5.43321870514159,7.5450130090899
"530","сеть телегр",2,2,2,5.5915229700629,7.5363892664832
"531","четко понимать",2,2,2,6.07566976045376,7.53346565340952
"532","выходить потеря",2,2,2,5.65313674383345,7.52656142259406
"533","булгарский исламский",2,2,2,8.00380155423764,7.52528614799377
"534","метшин команда",4,4,2,3.85126584726342,7.52095924167167
"535","неделя назад",2,2,2,5.48379051750434,7.52095471680239
"536","татарин ринат",3,3,2,5.19884726420006,7.52094925585749
"537","тогдашний глава",4,4,2,5.96934523837644,7.52006267266725
"538","концессионный компания",2,2,2,7.94124526222684,7.47940735425185
"539","клиент татфондбанк",2,2,2,7.94124526222684,7.47940735425185
"540","руководить татмедиа",2,2,2,7.94124526222684,7.47940735425185
"541","татфондбанк интехбанк",2,2,2,7.94124526222684,7.47940735425185
"542","движение алтын",2,2,2,7.94124526222684,7.47940735425185
"543","получать финансирование",2,2,2,6.02078959315617,7.47405424845922
"544","проводить стадион",2,2,2,5.3849446828677,7.47295392586497
"545","соседний телегр",2,2,2,5.48026137149155,7.47094299475539
"546","ректор исламский",2,2,2,5.34049478115609,7.47040195577767
"547","учитель язык",4,4,2,4.078344507563,7.46973705489844
"548","решение иной",2,2,2,5.82008293035236,7.46090402365495
"549","назад помогать",2,2,2,5.39278277713081,7.4544271217217
"550","городской суд",2,2,2,6.78321733737443,7.43756846309649
"551","конституционный суд",2,2,2,6.78321733737443,7.43756846309649
"552","местный чиновник",4,4,2,3.78787588749924,7.42695592031133
"553","выражать позиция",2,2,2,5.56473623854352,7.42599900589999
"554","кадровый решение",2,2,2,5.65299287705384,7.41923412658302
"555","татарин башкир",3,3,2,5.65090447949942,7.40901690074435
"556","речь рнм",2,2,2,5.30794767956377,7.40849717389799
"557","антикоррупционный митинг",2,2,2,6.75192883687489,7.40761250722964
"558","всетатарский общественный",2,2,2,7.82676303711594,7.3930989925178
"559","региональный тяжеловес",2,2,2,7.82676303711594,7.3930989925178
"560","издание инказывать",2,2,2,7.82676303711594,7.3930989925178
"561","роль лидер",2,2,2,5.25147537209722,7.37449465951951
"562","новость президентский",2,2,2,5.25147537209722,7.37449465951951
"563","премьер василь",2,2,2,5.74301397942871,7.37408563462001
"564","договор москва",7,7,2,2.87560469812218,7.37078814701402
"565","глава администрация",4,4,2,3.88848033381178,7.36075898884954
"566","исполком казань",4,4,2,4.93118695166303,7.35512276805306
"567","управление экономический",2,2,2,5.21906200110945,7.35377941837918
"568","середина х",2,2,2,7.77408336472665,7.35243631822651
"569","конкурсный программа",2,2,2,7.77408336472665,7.35243631822651
"570","известный публицист",2,2,2,7.77408336472665,7.35243631822651
"571","параллель ситуация",2,2,2,6.19507104432394,7.34991125565681
"572","ильсур раисович",14,14,2,10.6828378443377,7.3317215073909
"573","рубль выделять",2,2,2,5.31655660906798,7.33026538590378
"574","суд признавать",2,2,2,5.31655660906798,7.33026538590378
"575","подымать тема",2,2,2,5.35688486428799,7.32868355917798
"576","госсовет фарида",2,2,2,6.66352835098481,7.32209454283353
"577","игра команда",2,2,2,5.69473993128276,7.3191151699727
"578","группа компания",2,2,2,5.18891905165476,7.31490421800312
"579","группа влияние",2,2,2,5.18891905165476,7.31490421800312
"580","железный рука",2,2,2,7.72403700395647,7.31329090839782
"581","парад отец",2,1,2,7.72403700395647,7.31329090839782
"582","кадыров отказываться",2,2,2,5.19795050653816,7.30198085303393
"583","тысяча рубль",2,2,2,5.25683737436636,7.298780312937
"584","вооруженный борьба",2,2,2,7.67637301347996,7.27556448107467
"585","пытаться пиаривать",2,2,2,7.67637301347995,7.27556448107467
"586","пытаться навязывать",2,2,2,7.67637301347995,7.27556448107467
"587","отец алексий",2,2,2,7.67637301347995,7.27556448107467
"588","политический вес",3,3,2,4.66542200153809,7.26229420183114
"589","федеральный сми",3,3,2,4.25817726131013,7.24542946176718
"590","инициатор проблема",2,2,2,5.62642375205768,7.2405958985377
"591","впереди выборы",2,2,2,5.80535446088342,7.23544990763966
"592","составлять рубль",2,2,2,5.17341979679196,7.23161366300743
"593","бывший директор",2,2,2,5.17341979679196,7.23161366300743
"594","пролонгация договор",3,3,2,6.02944786398612,7.22493547025965
"595","помощник минниханов",4,4,2,4.24098391926631,7.22393212942319
"596","кремль умело",2,2,2,6.55661651912758,7.21705588785919
"597","свое место",2,2,2,6.55661651912758,7.21705588785919
"598","ап асгат",2,2,2,5.604647786433,7.21539704451126
"599","сторона каждый",2,2,2,5.08833392442866,7.21046125647312
"600","сыграть важный",2,2,2,7.58735364061333,7.20401273697056
"601","ульяновский область",2,2,2,7.58735364061333,7.20401273697056
"602","оказывать поддержка",2,2,2,7.58735364061333,7.20401273697056
"603","региональный лидер",2,2,2,5.07443676967442,7.20054871962853
"604","местный сми",3,3,2,4.22448860829437,7.19399439383074
"605","терентьева ап",2,2,2,5.58333440770291,7.19065663778369
"606","замглавы ап",2,2,2,5.58333440770291,7.19065663778369
"607","государственный совет",2,2,2,5.06073010163083,7.19062600036246
"608","кириенко сознательно",2,2,2,5.3612202116161,7.18764383824544
"609","главный специалист",2,2,2,5.28316055721392,7.17765461918141
"610","новость новый",3,3,2,4.21950513196504,7.17396708429884
"611","глава рпц",3,3,2,5.14609083406628,7.16436240091694
"612","заставлять работать",2,2,2,5.54201948471926,7.14248828933392
"613","блок правительство",2,2,2,7.50560371758084,7.13713823443551
"614","отпрыск чиновник",2,2,2,5.99407657291191,7.13402475412897
"615","время нынешний",3,3,2,4.26743323811091,7.12747534443884
"616","главный задача",2,2,2,5.17189894440986,7.10820425549059
"617","ап сурков",2,2,2,5.29442089626891,7.10756770664526
"618","пойти уступка",2,2,2,7.46710148880567,7.10528156037716
"619","никто сомневаться",2,2,2,7.46710148880567,7.10528156037716
"620","ответственный чиновник",2,2,2,5.37492941588912,7.09389872138544
"621","тема преподавание",2,2,2,5.03479294898722,7.09223699779051
"622","проблема ак",2,2,2,5.27310751494947,7.08184503015412
"623","смещать пост",2,2,2,6.4149890416205,7.07548659760705
"624","книт кхти",4,4,2,12.0260424615353,7.07545892117776
"625","рнм блокироваться",2,2,2,7.43002426788564,7.07439708789664
"626","хромой утка",4,4,2,11.1786727633578,7.05876728578785
"627","путин голос",3,3,2,4.61142554792738,7.05812776434685
"628","писать почта",3,3,2,6.94422091835133,7.05654861477805
"629","понимать происходить",2,2,2,5.02591521944963,7.05546600487057
"630","нос выборы",2,2,2,6.39321307987886,7.05349666098545
"631","бизнес онлайн",12,7,2,10.2533716335281,7.04062945212548
"632","экс мэр",3,3,2,4.08780638667098,7.01314686975498
"633","канал шалтай",2,2,2,5.42739320911423,7.00748089235649
"634","рф написать",2,2,2,4.93384815088249,6.99160325951302
"635","проходить накануне",2,2,2,4.94891820191401,6.98830162028399
"636","экс министр",3,3,2,4.07164097649494,6.98808915470197
"637","фаттахов давать",2,2,2,5.19211147388268,6.98337199623396
"638","давать интервью",2,2,2,5.19211147388268,6.98337199623396
"639","мэрия казань",4,4,2,3.83224898902787,6.98106544360653
"640","татарстанский телегр",3,3,2,4.04784911027471,6.97242164928568
"641","сын экс",2,2,2,4.8644276030204,6.96568020427311
"642","миллиард рубль",2,2,2,7.294078916843,6.95954067414318
"643","василь шайхразиев",7,7,2,10.3391045987044,6.95886074864395
"644","канал утверждать",2,2,2,5.26030313251325,6.95585725466195
"645","сохранение язык",3,3,2,4.99061315086142,6.95561037549445
"646","давать добро",2,2,2,6.29090368986064,6.94945729233735
"647","второй срок",2,2,2,4.84229668596463,6.94766789422197
"648","бизнес online",11,3,2,10.1299846899754,6.94713755553966
"649","возглавлять бывший",2,2,2,4.84683110402151,6.93830147812707
"650","хамит называть",2,2,2,7.26279041763632,6.93277038377892
"651","федеральный округ",2,2,2,5.809713055887,6.93128728376887
"652","знать свое",2,2,2,6.2716363450606,6.92973699914274
"653","знать подозревать",2,2,2,6.2716363450606,6.92973699914274
"654","рустам нургалиевич",13,13,2,10.0474420317263,6.92535296975932
"655","оставлять пост",2,2,2,4.97961667924498,6.92380424726146
"656","проходить пять",2,2,2,4.87742326023803,6.92269348589351
"657","обучение язык",3,3,2,4.62281614901539,6.9188448002028
"658","управление образование",2,2,2,4.83676769758527,6.91726107402406
"659","прокурор республика",3,3,2,4.76282423558478,6.91636302636802
"660","вчера казань",4,4,2,3.76075383250138,6.90964363469791
"661","элита находить",2,2,2,5.34095289218518,6.90444995179773
"662","правительство медведев",2,2,2,4.80379443132576,6.90294796924907
"663","доренко работать",2,2,2,4.9953318339135,6.89092464657799
"664","против нефтяной",2,2,2,4.9953318339135,6.89092464657799
"665","решать отказываться",2,2,2,4.85035860886184,6.88935139074557
"666","глава удмуртия",3,3,2,5.73394966075515,6.88433887575035
"667","wwwidelrealorg amp",3,3,2,11.2639024094884,6.87315393063158
"668","канал методичка",2,2,2,6.21595853752006,6.87253754685621
"669","канал apparatustatar",2,2,2,6.21595853752006,6.87253754685621
"670","бюджетный деньги",2,2,2,5.09927268371046,6.86918899334521
"671","мэр ильсур",3,3,2,3.9804527676846,6.86786569908744
"672","ситуация преподавание",2,2,2,4.84478456984761,6.85978702124754
"673","выстраивать новый",2,2,2,5.47749372974629,6.85886943300641
"674","заместитель глава",3,3,2,4.2748450354191,6.8560453560254
"675","нижний новгород",3,3,2,11.7747639502144,6.85272605119062
"676","головной боль",3,3,2,11.7747639502144,6.85272605119062
"677","shaltaybabay protonmailcom",3,3,2,11.7747639502144,6.85272605119062
"678","первый зам",2,2,2,5.29244835218722,6.84621493049868
"679","центр сила",2,1,2,4.91565724698772,6.84387276626251
"680","давать возможность",2,2,2,4.95565071582886,6.84129435106213
"681","пост председатель",2,2,2,4.85021467996247,6.83858732190671
"682","татарстанский рынок",2,2,2,5.06441457468032,6.82598054675645
"683","иеромонах христофор",3,3,2,10.9273942546171,6.81437997880167
"684","камиль шамильевич",5,5,2,10.2804437673728,6.8127358964906
"685","бывший глава",4,4,2,3.50027097758577,6.81239594741834
"686","сми сообщать",2,2,2,4.71156857823178,6.8000818838391
"687","бывший министр",3,3,2,3.93091489990741,6.79628260944007
"688","кампания против",2,2,2,4.87517572866025,6.79289011676231
"689","набережная челны",4,4,2,10.4163890202465,6.7868336364147
"690","статус президент",5,5,2,3.1362544795238,6.78500845461486
"691","метшин ко",2,2,2,5.23121664321312,6.77229655718528
"692","говорить эксперт",2,2,2,5.23121664321312,6.77229655718528
"693","госсовет мухаметшин",2,2,2,4.71707863357109,6.77090249830729
"694","статус обязательный",2,2,2,4.74886218570218,6.76274474044811
"695","министр связь",3,3,2,3.8986180029517,6.75095385637853
"696","грустить мэр",2,2,2,6.09692305796412,6.74925840568754
"697","ночной мэр",2,2,2,6.09692305796412,6.74925840568754
"698","туган авылой",3,1,2,10.676043906796,6.74138254748321
"699","голубой лобби",3,3,2,10.676043906796,6.74138254748321
"700","президент асгат",3,3,2,4.82630205338662,6.73333515818357
"701","федеральный масштаб",2,2,2,4.92222987528446,6.73274534850622
"702","министр оборона",2,2,2,6.0810137116876,6.73268635688024
"703","министр ильдар",2,2,2,6.0810137116876,6.73268635688024
"704","писать корреспондент",2,2,2,6.0810137116876,6.73268635688024
"705","министр сельский",2,2,2,6.0810137116876,6.73268635688024
"706","вызывать ап",2,2,2,4.76210195739863,6.72730966104982
"707","министр фаттахов",2,2,2,4.98222141797886,6.72342297475211
"708","занимать пост",2,2,2,4.72819429069335,6.71298870092169
"709","школа бороться",2,2,2,5.34654947992037,6.70488883191968
"710","средний школа",2,2,2,5.34654947992037,6.70488883191968
"711","начинаться новый",2,2,2,4.96656009517911,6.70377880364137
"712","защитник казанский",2,2,2,5.17350275365351,6.70223700549465
"713","центр смена",2,2,2,4.74123187985335,6.7007299120096
"714","обращение путин",3,3,2,4.092631383858,6.69689329386252
"715","пост президент",5,5,2,3.08553836554583,6.69541625888302
"716","предмет школа",2,2,2,5.59789992087774,6.69385126184248
"717","шаймиев группа",3,3,2,3.90145648272929,6.68819342755787
"718","внутри республика",3,3,2,4.21613605447245,6.68589743029644
"719","минтимер шарипович",5,5,2,10.0290215417508,6.67722373589766
"720","против председатель",2,2,2,4.72078701628433,6.67461256937439
"721","тема изучение",2,2,2,4.61680590442911,6.67305608204088
"722","кыш бабай",4,3,2,10.1799283889066,6.67264300518833
"723","русский православный",2,2,2,4.87293162418114,6.67034976932217
"724","фактор первый",2,2,2,4.87293162418114,6.67034976932217
"725","муртаза рахимов",3,3,2,10.4753372905034,6.66858078172782
"726","продление договор",3,3,2,6.5403095250868,6.66438173386546
"727","пост вица",2,2,2,4.6349953400748,6.63810163681131
"728","иной вопрос",2,2,2,5.1189234886105,6.63565721829579
"729","деньги выделять",2,2,2,4.74511214636554,6.62719084400206
"730","вим авиа",6,0,2,13.4923436120787,6.62003539499324
"731","пятый колонна",3,3,2,10.3082472837193,6.59972500216345
"732","выступать клуб",2,2,2,4.61360996970011,6.59050729398561
"733","тюркский народ",2,2,2,6.86189124189524,6.58059104949696
"734","уходить должность",2,2,2,4.52169142626555,6.57559169557018
"735","казанский икона",2,2,2,4.86327579869978,6.57346282040211
"736","политический статус",4,4,2,3.31541745220033,6.56322213864615
"737","отвечать понимать",2,2,2,4.5110826452885,6.54731990947928
"738","премьер шайхразиев",2,2,2,4.52952359589786,6.5461189235038
"739","санкция против",2,2,2,6.82140974687526,6.54422688120528
"740","предел регион",2,2,2,5.20668712671501,6.53860571103009
"741","айрат закиевич",3,3,2,10.1651105166674,6.53561816570982
"742","алтын урд",2,2,2,11.4383276292632,6.53170711517588
"743","горизонтальный полоса",2,2,2,11.4383276292632,6.53170711517588
"744","спутник погром",2,2,2,11.4383276292632,6.53170711517588
"745","курбан байрам",2,2,2,11.4383276292632,6.53170711517588
"746","папа фест",2,0,2,11.4383276292632,6.53170711517588
"747","бессмертный полк",2,1,2,11.4383276292632,6.53170711517588
"748","горловой пение",2,2,2,11.4383276292632,6.53170711517588
"749","фатих сибгатуллин",2,2,2,11.4383276292632,6.53170711517588
"750","рассыпаться стабильность",2,2,2,11.4383276292632,6.53170711517588
"751","sp global",2,2,2,11.4383276292632,6.53170711517588
"752","пантюркизм панславизм",2,2,2,11.4383276292632,6.53170711517588
"753","репутация коррупционный",2,2,2,11.4383276292632,6.53170711517588
"754","ледовый городок",2,2,2,11.4383276292632,6.53170711517588
"755","молочный комбинат",2,2,2,11.4383276292632,6.53170711517588
"756","финный угорский",2,2,2,11.4383276292632,6.53170711517588
"757","кинофестиваль конкурсный",2,2,2,11.4383276292632,6.53170711517588
"758","автомат вооруженный",2,2,2,11.4383276292632,6.53170711517588
"759","пострадать клиент",2,2,2,11.4383276292632,6.53170711517588
"760","т д",2,2,2,11.4383276292632,6.53170711517588
"761","резиденция кыш",2,2,2,11.4383276292632,6.53170711517588
"762","розовый очки",2,2,2,11.4383276292632,6.53170711517588
"763","поэт габдулла",2,2,2,11.4383276292632,6.53170711517588
"764","талгат таджутдин",2,2,2,11.4383276292632,6.53170711517588
"765","получать рука",2,2,2,4.50386647102588,6.5315753951552
"766","политика администрация",2,2,2,4.4941936436558,6.53141698039568
"767","представитель национальный",2,2,2,4.63682655841312,6.53082881058221
"768","марья эл",2,2,2,10.9274660898272,6.53036816583076
"769","книжный магазин",2,2,2,10.9274660898272,6.53036816583076
"770","пуще прежний",2,2,2,10.9274660898272,6.53036816583076
"771","сопродюсер фильм",2,2,2,10.9274660898272,6.53036816583076
"772","страхование вклад",2,2,2,10.9274660898272,6.53036816583076
"773","нурсултан назарбаев",2,2,2,10.9274660898272,6.53036816583076
"774","овд инфо",2,0,2,10.9274660898272,6.53036816583076
"775","руслан мяхсутович",2,2,2,10.9274660898272,6.53036816583076
"776","зеленый полумесяц",2,2,2,10.9274660898272,6.53036816583076
"777","радик минтимерович",2,2,2,10.9274660898272,6.53036816583076
"778","изборский клуб",4,4,2,9.90538375361001,6.5282126953255
"779","давать отпор",2,2,2,6.80176529520407,6.52653560727655
"780","давать слабина",2,2,2,6.80176529520407,6.52653560727655
"781","выступать роль",2,2,2,4.54688260196816,6.52487620021217
"782","kazan arena",5,5,2,13.3253254456656,6.51618470763263
"783","новый учебник",2,2,2,4.69949056070319,6.51491158705316
"784","пост губернатор",2,2,2,4.51356250308094,6.51363091085179
"785","первый заместитель",2,2,2,4.64564116277835,6.4986897658745
"786","минниханов получать",5,5,2,3.01117397470439,6.49748026224604
"787","громкий дело",2,2,2,5.17169177908179,6.49673713481323
"788","понятный дело",2,2,2,5.4230422382051,6.49487614385239
"789","ап татмедиа",2,2,2,4.50563964343411,6.48883193623309
"790","рука кремль",2,2,2,4.45183475469604,6.46530435675359
"791","равиля зиганшин",2,2,2,10.590957936246,6.46252795188848
"792","канна свита",2,2,2,10.590957936246,6.46252795188848
"793","надыр хайруллин",2,2,2,10.590957936246,6.46252795188848
"794","аппарат правительство",2,2,2,4.42871374864654,6.45979927650647
"795","татарстанский банковский",2,2,2,4.5534089458737,6.45805383634813
"796","главный причина",2,2,2,4.45241642929869,6.45742837495422
"797","время турецкий",2,2,2,4.85083122084986,6.44855406707364
"798","режиссер становиться",2,2,2,5.37819792812759,6.44347774722006
"799","становиться жертва",2,2,2,5.37819792812759,6.44347774722006
"800","странный становиться",2,2,2,5.12684746381064,6.44294354232249
"801","флагман татарстанский",2,2,2,6.70892654388605,6.44255193354117
"802","федеральный бюджет",2,2,2,4.53642338266326,6.43582329460443
"803","чемпионат мир",6,6,2,9.52111737090491,6.43139959568359
"804","шаймиев намерен",2,2,2,5.79454584421556,6.43096378832439
"805","укрепление регион",2,2,2,5.79454584421556,6.43096378832439
"806","обычный регион",2,2,2,5.79454584421556,6.43096378832439
"807","час язык",3,3,2,3.89167582336637,6.42703349336553
"808","заместитель министр",2,2,2,4.55463337578647,6.42364394995609
"809","нынешний глава",3,3,2,3.82264332472456,6.42358056962139
"810","домашний арест",3,3,2,9.92864988790886,6.42094861209775
"811","шаманский храм",3,3,2,9.92864988790886,6.42094861209775
"812","радик шаймиев",2,2,2,5.77108091204243,6.40600128346788
"813","договор бумажка",2,2,2,5.09447848569207,6.40401997375004
"814","продлять договор",2,2,2,5.09447848569207,6.40401997375004
"815","казань приезжать",3,3,2,4.16393834299482,6.39417961777317
"816","регион объединять",2,2,2,4.71977871572537,6.39039954235879
"817","внутренний дело",2,2,2,4.80389493337676,6.38924989744756
"818","полпред президент",3,3,2,3.97297079364532,6.3885009468451
"819","саудовский аравия",4,4,2,13.1246906671634,6.38729074911399
"820","преподавание национальный",2,2,2,4.47641189984091,6.38703140313322
"821","диана сахаров",2,2,2,10.339607589715,6.38507988916298
"822","карта бланш",2,2,2,10.339607589715,6.38507988916298
"823","прощупывать почва",2,2,2,10.339607589715,6.38507988916298
"824","иеромонах ермоген",2,2,2,10.339607589715,6.38507988916298
"825","показатель соотношение",2,2,2,10.339607589715,6.38507988916298
"826","секрет полишинель",2,2,2,10.339607589715,6.38507988916298
"827","news society",2,2,2,10.339607589715,6.38507988916298
"828","minkazanru news",2,2,2,10.339607589715,6.38507988916298
"829","данис сафаргали",2,2,2,10.339607589715,6.38507988916298
"830","урд данис",2,2,2,10.339607589715,6.38507988916298
"831","садиться слобода",2,2,2,10.339607589715,6.38507988916298
"832","важный тема",2,2,2,4.36892253654579,6.38471322167669
"833","дело хищение",2,2,2,5.748150716176,6.38157557206513
"834","судьба деньги",2,2,2,4.43977505684085,6.36399763866793
"835","объединение регион",2,2,2,4.69575341431624,6.35954276270489
"836","подымать вопрос",2,2,2,4.57223570299859,6.34944425247297
"837","путч глава",3,3,2,6.22107997697095,6.3487047320924
"838","республиканский элита",2,2,2,4.44272327535929,6.3426131903163
"839","система власть",3,3,2,3.63882060210983,6.34150289543931
"840","пороховой завод",4,4,2,9.56873184184098,6.337880042188
"841","мусоросжигательный завод",4,4,2,9.56873184184098,6.337880042188
"842","мягко говорить",2,2,2,6.59187533257382,6.33585053489392
"843","министр юстиция",2,2,2,6.59187533257382,6.33585053489392
"844","министр транспорт",2,2,2,6.59187533257382,6.33585053489392
"845","писать помощница",2,2,2,6.59187533257382,6.33585053489392
"846","казань арена",3,2,2,5.26273153545878,6.33219883556587
"847","фаттах шаймиев",2,2,2,4.67228846916182,6.32935223460813
"848","референдум самообложение",3,3,2,9.73752279528897,6.32159189744222
"849","служебный собака",2,2,2,10.1389009747126,6.30993714065516
"850","величина актив",2,2,2,10.1389009747126,6.30993714065516
"851","денежный купюра",2,2,2,10.1389009747126,6.30993714065516
"852","товарищ муртазин",2,2,2,10.1389009747126,6.30993714065516
"853","айдар ильгизович",2,2,2,10.1389009747126,6.30993714065516
"854","урна голосование",2,2,2,10.1389009747126,6.30993714065516
"855","поддержка рустам",2,2,2,4.31515124387677,6.30836598858777
"856","координационный совет",4,4,2,9.5131260517823,6.30532296962753
"857","новый фгос",2,2,2,6.54560529556235,6.29344319465442
"858","реальный время",2,1,2,4.57055423922156,6.28099929612426
"859","директор технопарк",3,3,2,9.65410525648501,6.27664527685427
"860","конкретный политический",2,2,2,5.2258512383189,6.2678832617386
"861","канал полный",2,2,2,4.32838493786418,6.25622372208579
"862","решать вопрос",3,3,2,3.57504793025993,6.25595253247169
"863","минниханова шаймиев",2,2,2,4.54708929147033,6.25036814639543
"864","команда метшин",3,3,2,3.56037210791206,6.24641759836709
"865","событие последний",2,2,2,4.30628180958834,6.24249320858311
"866","марат ахметов",2,2,2,9.97181096921898,6.23984234804802
"867","этнический паритет",2,2,2,9.97181096921898,6.23984234804802
"868","краснодарский край",2,2,2,9.97181096921898,6.23984234804802
"869","зиля валеев",2,2,2,9.97181096921898,6.23984234804802
"870","играть хоккей",2,2,2,9.97181096921898,6.23984234804802
"871","усиленный мера",2,2,2,9.97181096921898,6.23984234804802
"872","челн рафгат",2,2,2,9.97181096921898,6.23984234804802
"873","политический пространство",2,2,2,4.95582345173018,6.23645495886603
"874","заявлять давать",2,2,2,4.28884780826617,6.23271386079911
